"eventID","occurrenceID","individualCount","basisOfRecord","occurrenceStatus","organismID","scientificName","kingdom","phylum","class","order","family","genus","specificEpithet","taxonRank"
"Cr9-05","Cr9-05_1",1,"HumanObservation","present","9","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr9-17","Cr9-17_1",1,"HumanObservation","present","9","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr9-03","Cr9-03_1",1,"HumanObservation","present","9","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr9-16","Cr9-16_1",1,"HumanObservation","present","9","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr9-04","Cr9-04_1",1,"HumanObservation","present","9","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr9-06","Cr9-06_1",1,"HumanObservation","present","9","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr9-07","Cr9-07_1",1,"HumanObservation","present","9","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr9-08","Cr9-08_1",1,"HumanObservation","present","9","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr9-09","Cr9-09_1",1,"HumanObservation","present","9","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr9-10","Cr9-10_1",1,"HumanObservation","present","9","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr9-11","Cr9-11_1",1,"HumanObservation","present","9","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr9-12","Cr9-12_1",1,"HumanObservation","present","9","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr9-13","Cr9-13_1",1,"HumanObservation","present","9","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr9-14","Cr9-14_1",1,"HumanObservation","present","9","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr9-15","Cr9-15_1",1,"HumanObservation","present","9","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr10-18","Cr10-18_1",1,"HumanObservation","present","10","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr10-02","Cr10-02_1",1,"HumanObservation","present","10","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr10-01","Cr10-01_1",1,"HumanObservation","present","10","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr10-05","Cr10-05_1",1,"HumanObservation","present","10","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr10-17","Cr10-17_1",1,"HumanObservation","present","10","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr10-03","Cr10-03_1",1,"HumanObservation","present","10","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr10-16","Cr10-16_1",1,"HumanObservation","present","10","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr10-04","Cr10-04_1",1,"HumanObservation","present","10","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr10-06","Cr10-06_1",1,"HumanObservation","present","10","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr10-07","Cr10-07_1",1,"HumanObservation","present","10","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr10-08","Cr10-08_1",1,"HumanObservation","present","10","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr10-09","Cr10-09_1",1,"HumanObservation","present","10","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr10-10","Cr10-10_1",1,"HumanObservation","present","10","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr10-11","Cr10-11_1",1,"HumanObservation","present","10","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr10-12","Cr10-12_1",1,"HumanObservation","present","10","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr10-13","Cr10-13_1",1,"HumanObservation","present","10","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr10-14","Cr10-14_1",1,"HumanObservation","present","10","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr10-15","Cr10-15_1",1,"HumanObservation","present","10","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr11-18","Cr11-18_1",1,"HumanObservation","present","11","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr11-02","Cr11-02_1",1,"HumanObservation","present","11","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr11-01","Cr11-01_1",1,"HumanObservation","present","11","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr11-05","Cr11-05_1",1,"HumanObservation","present","11","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr11-17","Cr11-17_1",1,"HumanObservation","present","11","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr11-03","Cr11-03_1",1,"HumanObservation","present","11","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr11-16","Cr11-16_1",1,"HumanObservation","present","11","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr11-04","Cr11-04_1",1,"HumanObservation","present","11","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr11-06","Cr11-06_1",1,"HumanObservation","present","11","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr11-07","Cr11-07_1",1,"HumanObservation","present","11","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr11-08","Cr11-08_1",1,"HumanObservation","present","11","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr11-09","Cr11-09_1",1,"HumanObservation","present","11","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr11-10","Cr11-10_1",1,"HumanObservation","present","11","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr11-11","Cr11-11_1",1,"HumanObservation","present","11","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr11-12","Cr11-12_1",1,"HumanObservation","present","11","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr11-13","Cr11-13_1",1,"HumanObservation","present","11","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr11-14","Cr11-14_1",1,"HumanObservation","present","11","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr11-15","Cr11-15_1",1,"HumanObservation","present","11","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr12-18","Cr12-18_1",1,"HumanObservation","present","12","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr12-02","Cr12-02_1",1,"HumanObservation","present","12","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr12-01","Cr12-01_1",1,"HumanObservation","present","12","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr12-05","Cr12-05_1",1,"HumanObservation","present","12","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr12-17","Cr12-17_1",1,"HumanObservation","present","12","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr12-03","Cr12-03_1",1,"HumanObservation","present","12","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr12-16","Cr12-16_1",1,"HumanObservation","present","12","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr12-04","Cr12-04_1",1,"HumanObservation","present","12","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr12-06","Cr12-06_1",1,"HumanObservation","present","12","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr12-07","Cr12-07_1",1,"HumanObservation","present","12","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr12-08","Cr12-08_1",1,"HumanObservation","present","12","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr12-09","Cr12-09_1",1,"HumanObservation","present","12","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr12-10","Cr12-10_1",1,"HumanObservation","present","12","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr12-11","Cr12-11_1",1,"HumanObservation","present","12","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr12-12","Cr12-12_1",1,"HumanObservation","present","12","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr12-13","Cr12-13_1",1,"HumanObservation","present","12","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr12-14","Cr12-14_1",1,"HumanObservation","present","12","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr12-15","Cr12-15_1",1,"HumanObservation","present","12","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr13-18","Cr13-18_1",1,"HumanObservation","present","13","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr13-02","Cr13-02_1",1,"HumanObservation","present","13","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr13-01","Cr13-01_1",1,"HumanObservation","present","13","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr13-05","Cr13-05_1",1,"HumanObservation","present","13","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr13-17","Cr13-17_1",1,"HumanObservation","present","13","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr13-03","Cr13-03_1",1,"HumanObservation","present","13","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr13-16","Cr13-16_1",1,"HumanObservation","present","13","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr13-04","Cr13-04_1",1,"HumanObservation","present","13","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr13-06","Cr13-06_1",1,"HumanObservation","present","13","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr13-07","Cr13-07_1",1,"HumanObservation","present","13","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr13-08","Cr13-08_1",1,"HumanObservation","present","13","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr13-09","Cr13-09_1",1,"HumanObservation","present","13","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr13-10","Cr13-10_1",1,"HumanObservation","present","13","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr13-11","Cr13-11_1",1,"HumanObservation","present","13","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr13-12","Cr13-12_1",1,"HumanObservation","present","13","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr13-13","Cr13-13_1",1,"HumanObservation","present","13","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr13-14","Cr13-14_1",1,"HumanObservation","present","13","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr13-15","Cr13-15_1",1,"HumanObservation","present","13","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr14-18","Cr14-18_1",1,"HumanObservation","present","14","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr14-02","Cr14-02_1",1,"HumanObservation","present","14","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr14-01","Cr14-01_1",1,"HumanObservation","present","14","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr14-05","Cr14-05_1",1,"HumanObservation","present","14","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr14-17","Cr14-17_1",1,"HumanObservation","present","14","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr14-03","Cr14-03_1",1,"HumanObservation","present","14","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr14-16","Cr14-16_1",1,"HumanObservation","present","14","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr14-04","Cr14-04_1",1,"HumanObservation","present","14","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr14-06","Cr14-06_1",1,"HumanObservation","present","14","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr14-07","Cr14-07_1",1,"HumanObservation","present","14","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
